CID_1,CID_2,MCC,TC
CIDs15951529,CIDs00176166,-0.0026,0.229167
CIDs15951529,CIDs11519784,-0.0006,0.220884
CIDs46893585,CIDs15953870,-0.0008,0.2376239999999999
CIDs46893585,CIDs46244173,-0.0002,0.231317
CIDs46893585,CIDs46244453,-0.0001,0.232394
CIDs46893585,CIDs00001805,-0.0003,0.181416
CIDs46893585,CIDs46836568,-0.0001,0.252308
CIDs46893585,CIDs49846579,-0.0006,0.2443179999999999
CIDs46893585,CIDs46930996,-0.0002,0.134897
CIDs46893585,CIDs67970189,-0.0001,0.305785
CIDs46893585,CIDs11327430,-0.0009,0.1924529999999999
CIDs46893585,CIDs00003310,-0.001,0.211679
CIDs46893585,CIDs56973724,-0.0006,0.2277989999999999
CIDs46893585,CIDs00003385,-0.0036,0.1
CIDs46893585,CIDs09933475,-0.001,0.236
CIDs46893585,CIDs05311497,-0.0011,0.258152
CIDs46893585,CIDs24856436,-0.0008,0.2694809999999999
CIDs46893585,CIDs44381568,-0.0001,0.167286
CIDs46893585,CIDs00002719,-0.0021,0.14486
CIDs46893585,CIDs76321032,-0.0001,0.1913359999999999
CIDs46893585,CIDs56946894,-0.0001,0.188406
CIDs46893585,CIDs00064780,-0.0004,0.214035
CIDs46893585,CIDs00001690,-0.0002,0.226027
CIDs46893585,CIDs10368812,-0.0001,0.216129
CIDs46893585,CIDs10163178,-0.0004,0.195652
CIDs46893585,CIDs00123631,-0.0023,0.220884
CIDs46893585,CIDs11375205,-0.0002,0.2559059999999999
CIDs46893585,CIDs46224759,-0.0002,0.202335
CIDs46893585,CIDs00104741,0.0208,0.184685
CIDs46893585,CIDs00005376,0.0157,0.266667
CIDs46893585,CIDs74767926,-0.0001,0.2222219999999999
CIDs46893585,CIDs51039095,-0.0005,0.325103
CIDs46893585,CIDs16720766,-0.0014,0.197761
CIDs46893585,CIDs23725625,-0.0011,0.294118
CIDs46893585,CIDs44199317,-0.0001,0.273859
CIDs46893585,CIDs11625818,-0.0008,0.211073
CIDs46893585,CIDs17755052,0.0618,0.2050469999999999
CIDs46893585,CIDs00447654,-0.0006,0.147601
CIDs46893585,CIDs44449126,-0.0001,0.207407
CIDs46893585,CIDs56649450,-0.0007,0.2474579999999999
CIDs46893585,CIDs44137675,-0.0003,0.222642
CIDs46893585,CIDs54751698,-0.0006,0.192913
CIDs46893585,CIDs16654980,-0.0008,0.20073
CIDs46893585,CIDs25033539,-0.0004,0.219858
CIDs46893585,CIDs49867926,-0.0005,0.19244
CIDs46893585,CIDs58423153,-0.0002,0.210332
CIDs46893585,CIDs00176166,-0.0008,0.21147
CIDs46893585,CIDs11519784,-0.0002,0.217544
CIDs15953870,CIDs46244173,-0.0007,0.245734
CIDs15953870,CIDs46244453,-0.0004,0.2466219999999999
CIDs15953870,CIDs00001805,0.0402,0.1259839999999999
CIDs15953870,CIDs46836568,-0.0004,0.189944
CIDs15953870,CIDs49846579,-0.0026,0.238482
CIDs15953870,CIDs46930996,-0.0008,0.1700289999999999
CIDs15953870,CIDs67970189,-0.0004,0.167247
CIDs15953870,CIDs11327430,0.0229,0.367347
CIDs15953870,CIDs00003310,-0.0041,0.143322
CIDs15953870,CIDs56973724,0.0201,0.18662
CIDs15953870,CIDs00003385,0.1339,0.0913242
CIDs15953870,CIDs09933475,0.0319,0.179856
CIDs15953870,CIDs05311497,0.03,0.220253
CIDs15953870,CIDs24856436,0.0779,0.223881
CIDs15953870,CIDs44381568,-0.0006,0.247191
CIDs15953870,CIDs00002719,0.0158,0.147826
CIDs15953870,CIDs76321032,-0.0004,0.207612
CIDs15953870,CIDs56946894,-0.0004,0.200692
CIDs15953870,CIDs00064780,-0.0016,0.166134
CIDs15953870,CIDs00001690,0.2145,0.1529049999999999
CIDs15953870,CIDs10368812,-0.0006,0.18209
CIDs15953870,CIDs10163178,-0.0017,0.22028
CIDs15953870,CIDs00123631,0.0505,0.205224
CIDs15953870,CIDs11375205,-0.0007,0.21147
CIDs15953870,CIDs46224759,-0.0009,0.223881
CIDs15953870,CIDs00104741,0.0138,0.146341
CIDs15953870,CIDs00005376,0.0668,0.166667
CIDs15953870,CIDs74767926,-0.0006,0.224719
CIDs15953870,CIDs51039095,-0.002,0.267658
CIDs15953870,CIDs16720766,-0.0055,0.1888109999999999
CIDs15953870,CIDs23725625,0.0175,0.2201489999999999
CIDs15953870,CIDs44199317,-0.0006,0.189781
CIDs15953870,CIDs11625818,0.0134,0.182692
CIDs15953870,CIDs17755052,0.0279,0.21148
CIDs15953870,CIDs00447654,-0.0023,0.1913359999999999
CIDs15953870,CIDs44449126,-0.0004,0.223404
CIDs15953870,CIDs56649450,-0.0029,0.198142
CIDs15953870,CIDs44137675,-0.0013,0.275093
CIDs15953870,CIDs54751698,-0.0023,0.381974
CIDs15953870,CIDs16654980,0.2128,0.225352
CIDs15953870,CIDs25033539,0.0305,0.201987
CIDs15953870,CIDs49867926,0.0228,0.207921
CIDs15953870,CIDs58423153,-0.0007,0.252708
CIDs15953870,CIDs00176166,0.1276,0.182119
CIDs15953870,CIDs11519784,-0.0007,0.413127
CIDs46244173,CIDs46244453,0.5773,0.976744
CIDs46244173,CIDs00001805,-0.0003,0.147321
CIDs46244173,CIDs46836568,-0.0001,0.225309
CIDs46244173,CIDs49846579,-0.0005,0.222857
CIDs46244173,CIDs46930996,-0.0002,0.1855349999999999
CIDs46244173,CIDs67970189,-0.0001,0.214286
CIDs46244173,CIDs11327430,0.1233,0.2
CIDs46244173,CIDs00003310,-0.0009,0.166667
CIDs46244173,CIDs56973724,-0.0005,0.2173909999999999
CIDs46244173,CIDs00003385,0.0314,0.1290319999999999
CIDs46244173,CIDs09933475,0.0551,0.245833
CIDs46244173,CIDs05311497,0.0524,0.234332
CIDs46244173,CIDs24856436,-0.0007,0.304795
CIDs46244173,CIDs44381568,-0.0001,0.407407
CIDs46244173,CIDs00002719,0.0263,0.205128
CIDs46244173,CIDs76321032,-0.0001,0.28
CIDs46244173,CIDs56946894,-0.0001,0.282258
CIDs46244173,CIDs00064780,-0.0003,0.174825
CIDs46244173,CIDs00001690,-0.0002,0.171717
CIDs46244173,CIDs10368812,-0.0001,0.211221
CIDs46244173,CIDs10163178,-0.0004,0.264822
CIDs46244173,CIDs00123631,0.0486,0.2838429999999999
CIDs46244173,CIDs11375205,-0.0002,0.22619
CIDs46244173,CIDs46224759,-0.0002,0.261603
CIDs46244173,CIDs00104741,0.0512,0.176744
CIDs46244173,CIDs00005376,0.0403,0.156098
CIDs46244173,CIDs74767926,-0.0001,0.284483
CIDs46244173,CIDs51039095,-0.0004,0.289256
CIDs46244173,CIDs16720766,-0.0012,0.285124
CIDs46244173,CIDs23725625,0.0504,0.187251
CIDs46244173,CIDs44199317,-0.0001,0.178571
CIDs46244173,CIDs11625818,0.0759,0.268657
CIDs46244173,CIDs17755052,0.1439,0.398496
CIDs46244173,CIDs00447654,-0.0005,0.331858
CIDs46244173,CIDs44449126,-0.0001,0.322176
CIDs46244173,CIDs56649450,0.0811,0.209459
CIDs46244173,CIDs44137675,0.1739,0.38326
CIDs46244173,CIDs54751698,0.3013,0.210744
CIDs46244173,CIDs16654980,0.1428,0.430493
CIDs46244173,CIDs25033539,0.2979,0.237037
CIDs46244173,CIDs49867926,0.2307,0.229927
CIDs46244173,CIDs58423153,-0.0002,0.169118
CIDs46244173,CIDs00176166,-0.0007,0.210332
CIDs46244173,CIDs11519784,0.3332,0.199288
CIDs46244453,CIDs00001805,-0.0002,0.16
CIDs46244453,CIDs46836568,-0.0001,0.2263
CIDs46244453,CIDs49846579,-0.0003,0.227273
CIDs46244453,CIDs46930996,-0.0001,0.186916
CIDs46244453,CIDs67970189,-0.0001,0.215686
CIDs46244453,CIDs11327430,-0.0005,0.196911
CIDs46244453,CIDs00003310,-0.0005,0.1726619999999999
CIDs46244453,CIDs56973724,-0.0003,0.21875
CIDs46244453,CIDs00003385,-0.0018,0.126316
CIDs46244453,CIDs09933475,-0.0005,0.252066
CIDs46244453,CIDs05311497,-0.0005,0.238482
CIDs46244453,CIDs24856436,-0.0004,0.3095239999999999
CIDs46244453,CIDs44381568,-0.0001,0.4
CIDs46244453,CIDs00002719,-0.001,0.201005
CIDs46244453,CIDs76321032,-0.0001,0.275591
CIDs46244453,CIDs56946894,-0.0001,0.277778
CIDs46244453,CIDs00064780,-0.0002,0.180556
CIDs46244453,CIDs00001690,-0.0001,0.177258
CIDs46244453,CIDs10368812,-0.0001,0.212418
CIDs46244453,CIDs10163178,-0.0002,0.270588
CIDs46244453,CIDs00123631,-0.0012,0.290043
CIDs46244453,CIDs11375205,-0.0001,0.232283
CIDs46244453,CIDs46224759,-0.0001,0.257261
CIDs46244453,CIDs00104741,-0.0011,0.178899
CIDs46244453,CIDs00005376,-0.0014,0.15311
CIDs46244453,CIDs74767926,-0.0001,0.2851059999999999
CIDs46244453,CIDs51039095,-0.0002,0.284553
CIDs46244453,CIDs16720766,-0.0007,0.2857139999999999
CIDs46244453,CIDs23725625,-0.0006,0.188976
CIDs46244453,CIDs44199317,-0.0001,0.185039
CIDs46244453,CIDs11625818,-0.0004,0.274074
CIDs46244453,CIDs17755052,-0.0004,0.3925929999999999
CIDs46244453,CIDs00447654,-0.0003,0.331878
CIDs46244453,CIDs44449126,-0.0001,0.322314
CIDs46244453,CIDs56649450,-0.0004,0.206667
CIDs46244453,CIDs44137675,-0.0002,0.376623
CIDs46244453,CIDs54751698,0.1739,0.207317
CIDs46244453,CIDs16654980,-0.0004,0.422907
CIDs46244453,CIDs25033539,-0.0002,0.2426469999999999
CIDs46244453,CIDs49867926,-0.0003,0.2310469999999999
CIDs46244453,CIDs58423153,-0.0001,0.170909
CIDs46244453,CIDs00176166,-0.0004,0.207273
CIDs46244453,CIDs11519784,-0.0001,0.196491
CIDs00001805,CIDs46836568,-0.0002,0.131673
CIDs00001805,CIDs49846579,-0.001,0.159468
CIDs00001805,CIDs46930996,-0.0003,0.0955882
CIDs00001805,CIDs67970189,-0.0002,0.140704
CIDs00001805,CIDs11327430,-0.0014,0.182292
CIDs00001805,CIDs00003310,-0.0015,0.185366
CIDs00001805,CIDs56973724,-0.0008,0.3236989999999999
CIDs00001805,CIDs00003385,0.0146,0.1293099999999999
CIDs00001805,CIDs09933475,-0.0016,0.145833
CIDs00001805,CIDs05311497,-0.0016,0.143731
CIDs00001805,CIDs24856436,0.0423,0.188976
CIDs00001805,CIDs44381568,-0.0002,0.17801
CIDs00001805,CIDs00002719,-0.0031,0.122302
CIDs00001805,CIDs76321032,-0.0002,0.12093
CIDs00001805,CIDs56946894,-0.0002,0.122066
CIDs00001805,CIDs00064780,-0.0006,0.235577
CIDs00001805,CIDs00001690,0.1922,0.200893
CIDs00001805,CIDs10368812,-0.0002,0.156627
CIDs00001805,CIDs10163178,-0.0006,0.15311
CIDs00001805,CIDs00123631,-0.0035,0.168478
CIDs00001805,CIDs11375205,-0.0003,0.155779
CIDs00001805,CIDs46224759,-0.0003,0.105528
CIDs00001805,CIDs00104741,-0.0033,0.137255
CIDs00001805,CIDs00005376,0.0328,0.128571
CIDs00001805,CIDs74767926,-0.0002,0.203297
CIDs00001805,CIDs51039095,-0.0007,0.1365849999999999
CIDs00001805,CIDs16720766,-0.002,0.274725
CIDs00001805,CIDs23725625,-0.0017,0.152632
CIDs00001805,CIDs44199317,-0.0002,0.172043
CIDs00001805,CIDs11625818,-0.0011,0.197248
CIDs00001805,CIDs17755052,-0.0012,0.158103
CIDs00001805,CIDs00447654,-0.0009,0.132653
CIDs00001805,CIDs44449126,-0.0002,0.144928
CIDs00001805,CIDs56649450,-0.0011,0.0984251999999999
CIDs00001805,CIDs44137675,-0.0005,0.192893
CIDs00001805,CIDs54751698,-0.0009,0.156757
CIDs00001805,CIDs16654980,-0.0012,0.1428569999999999
CIDs00001805,CIDs25033539,-0.0006,0.307692
CIDs00001805,CIDs49867926,-0.0008,0.136564
CIDs00001805,CIDs58423153,-0.0003,0.1116279999999999
CIDs00001805,CIDs00176166,-0.0011,0.106667
CIDs00001805,CIDs11519784,-0.0003,0.162162
CIDs46836568,CIDs49846579,0.158,0.2902369999999999
CIDs46836568,CIDs46930996,-0.0001,0.177419
CIDs46836568,CIDs67970189,-0.0001,0.239865
CIDs46836568,CIDs11327430,-0.0005,0.19544
CIDs46836568,CIDs00003310,-0.0005,0.1784619999999999
CIDs46836568,CIDs56973724,-0.0003,0.28125
CIDs46836568,CIDs00003385,0.0281,0.0883534
CIDs46836568,CIDs09933475,-0.0005,0.241379
CIDs46836568,CIDs05311497,-0.0005,0.281796
CIDs46836568,CIDs24856436,-0.0004,0.262857
CIDs46836568,CIDs44381568,-0.0001,0.237288
CIDs46836568,CIDs00002719,0.0477,0.151751
CIDs46836568,CIDs76321032,-0.0001,0.229032
CIDs46836568,CIDs56946894,-0.0001,0.230519
CIDs46836568,CIDs00064780,-0.0002,0.221538
CIDs46836568,CIDs00001690,-0.0001,0.21365
CIDs46836568,CIDs10368812,-0.0001,0.2662719999999999
CIDs46836568,CIDs10163178,-0.0002,0.221154
CIDs46836568,CIDs00123631,0.0427,0.2326389999999999
CIDs46836568,CIDs11375205,-0.0001,0.2457909999999999
CIDs46836568,CIDs46224759,-0.0001,0.304348
CIDs46836568,CIDs00104741,-0.0011,0.171642
CIDs46836568,CIDs00005376,0.0356,0.155039
CIDs46836568,CIDs74767926,-0.0001,0.212838
CIDs46836568,CIDs51039095,-0.0002,0.277397
CIDs46836568,CIDs16720766,-0.0007,0.265306
CIDs46836568,CIDs23725625,-0.0006,0.282143
CIDs46836568,CIDs44199317,-0.0001,0.297101
CIDs46836568,CIDs11625818,-0.0004,0.241486
CIDs46836568,CIDs17755052,-0.0004,0.292537
CIDs46836568,CIDs00447654,-0.0003,0.218855
CIDs46836568,CIDs44449126,-0.0001,0.232026
CIDs46836568,CIDs56649450,-0.0004,0.40604
CIDs46836568,CIDs44137675,-0.0002,0.2842469999999999
CIDs46836568,CIDs54751698,-0.0003,0.183946
CIDs46836568,CIDs16654980,-0.0004,0.2179489999999999
CIDs46836568,CIDs25033539,-0.0002,0.2539679999999999
CIDs46836568,CIDs49867926,-0.0003,0.263492
CIDs46836568,CIDs58423153,-0.0001,0.1484849999999999
CIDs46836568,CIDs00176166,-0.0004,0.2629869999999999
CIDs46836568,CIDs11519784,-0.0001,0.217125
CIDs49846579,CIDs46930996,-0.0006,0.221354
CIDs49846579,CIDs67970189,-0.0003,0.24375
CIDs49846579,CIDs11327430,-0.003,0.181009
CIDs49846579,CIDs00003310,-0.0032,0.228487
CIDs49846579,CIDs56973724,-0.0018,0.273885
CIDs49846579,CIDs00003385,0.0171,0.118519
CIDs49846579,CIDs09933475,0.0121,0.2694809999999999
CIDs49846579,CIDs05311497,0.0112,0.345679
CIDs49846579,CIDs24856436,-0.0024,0.313889
CIDs49846579,CIDs44381568,-0.0004,0.218462
CIDs49846579,CIDs00002719,0.0088,0.211111
CIDs49846579,CIDs76321032,-0.0003,0.2409639999999999
CIDs49846579,CIDs56946894,-0.0003,0.23494
CIDs49846579,CIDs00064780,-0.0012,0.281437
CIDs49846579,CIDs00001690,-0.0005,0.257143
CIDs49846579,CIDs10368812,-0.0004,0.254098
CIDs49846579,CIDs10163178,-0.0013,0.275542
CIDs49846579,CIDs00123631,0.0273,0.245161
CIDs49846579,CIDs11375205,-0.0005,0.301948
CIDs49846579,CIDs46224759,-0.0007,0.22956
CIDs49846579,CIDs00104741,0.0293,0.173469
CIDs49846579,CIDs00005376,0.0028,0.192029
CIDs49846579,CIDs74767926,-0.0004,0.266234
CIDs49846579,CIDs51039095,-0.0016,0.299035
CIDs49846579,CIDs16720766,0.0075,0.304207
CIDs49846579,CIDs23725625,-0.0036,0.242038
CIDs49846579,CIDs44199317,-0.0004,0.2232699999999999
CIDs49846579,CIDs11625818,0.0396,0.223796
CIDs49846579,CIDs17755052,0.0173,0.288889
CIDs49846579,CIDs00447654,-0.0018,0.255591
CIDs49846579,CIDs44449126,-0.0003,0.278997
CIDs49846579,CIDs56649450,-0.0022,0.253482
CIDs49846579,CIDs44137675,-0.0011,0.264798
CIDs49846579,CIDs54751698,-0.0018,0.166667
CIDs49846579,CIDs16654980,0.0171,0.198251
CIDs49846579,CIDs25033539,-0.0012,0.306748
CIDs49846579,CIDs49867926,-0.0016,0.332298
CIDs49846579,CIDs58423153,0.0908,0.23494
CIDs49846579,CIDs00176166,0.0184,0.296296
CIDs49846579,CIDs11519784,-0.0005,0.21875
CIDs46930996,CIDs67970189,-0.0001,0.145215
CIDs46930996,CIDs11327430,-0.0009,0.133987
CIDs46930996,CIDs00003310,-0.001,0.12037
CIDs46930996,CIDs56973724,-0.0006,0.144262
CIDs46930996,CIDs00003385,-0.0036,0.0635593
CIDs46930996,CIDs09933475,-0.001,0.176471
CIDs46930996,CIDs05311497,-0.0011,0.225806
CIDs46930996,CIDs24856436,-0.0008,0.195467
CIDs46930996,CIDs44381568,-0.0001,0.185567
CIDs46930996,CIDs00002719,-0.0021,0.1084339999999999
CIDs46930996,CIDs76321032,-0.0001,0.175896
CIDs46930996,CIDs56946894,-0.0001,0.177049
CIDs46930996,CIDs00064780,-0.0004,0.142424
CIDs46930996,CIDs00001690,-0.0002,0.137427
CIDs46930996,CIDs10368812,-0.0001,0.13649
CIDs46930996,CIDs10163178,-0.0004,0.160772
CIDs46930996,CIDs00123631,-0.0023,0.14726
CIDs46930996,CIDs11375205,-0.0002,0.151316
CIDs46930996,CIDs46224759,-0.0002,0.129568
CIDs46930996,CIDs00104741,-0.0022,0.0929368
CIDs46930996,CIDs00005376,-0.0028,0.103175
CIDs46930996,CIDs74767926,-0.0001,0.156997
CIDs46930996,CIDs51039095,-0.0005,0.168874
CIDs46930996,CIDs16720766,-0.0014,0.185185
CIDs46930996,CIDs23725625,-0.0011,0.126246
CIDs46930996,CIDs44199317,-0.0001,0.126667
CIDs46930996,CIDs11625818,-0.0008,0.144144
CIDs46930996,CIDs17755052,-0.0008,0.2040819999999999
CIDs46930996,CIDs00447654,-0.0006,0.195804
CIDs46930996,CIDs44449126,-0.0001,0.226804
CIDs46930996,CIDs56649450,-0.0007,0.176991
CIDs46930996,CIDs44137675,-0.0003,0.160131
CIDs46930996,CIDs54751698,-0.0006,0.128378
CIDs46930996,CIDs16654980,-0.0008,0.188119
CIDs46930996,CIDs25033539,-0.0004,0.171875
CIDs46930996,CIDs49867926,-0.0005,0.223301
CIDs46930996,CIDs58423153,-0.0002,0.154341
CIDs46930996,CIDs00176166,-0.0008,0.1353849999999999
CIDs46930996,CIDs11519784,-0.0002,0.141994
CIDs67970189,CIDs11327430,-0.0005,0.131148
CIDs67970189,CIDs00003310,-0.0005,0.15415
CIDs67970189,CIDs56973724,-0.0003,0.177966
CIDs67970189,CIDs00003385,-0.0018,0.0843373
CIDs67970189,CIDs09933475,-0.0005,0.200893
CIDs67970189,CIDs05311497,-0.0005,0.205128
CIDs67970189,CIDs24856436,-0.0004,0.253571
CIDs67970189,CIDs44381568,-0.0001,0.17094
CIDs67970189,CIDs00002719,-0.001,0.184971
CIDs67970189,CIDs76321032,-0.0001,0.193416
CIDs67970189,CIDs56946894,-0.0001,0.195021
CIDs67970189,CIDs00064780,-0.0002,0.2191239999999999
CIDs67970189,CIDs00001690,-0.0001,0.186567
CIDs67970189,CIDs10368812,-0.0001,0.301158
CIDs67970189,CIDs10163178,-0.0002,0.188525
CIDs67970189,CIDs00123631,-0.0012,0.168142
CIDs67970189,CIDs11375205,-0.0001,0.202586
CIDs67970189,CIDs46224759,-0.0001,0.299517
CIDs67970189,CIDs00104741,-0.0011,0.15544
CIDs67970189,CIDs00005376,-0.0014,0.176136
CIDs67970189,CIDs74767926,-0.0001,0.252336
CIDs67970189,CIDs51039095,-0.0002,0.299539
CIDs67970189,CIDs16720766,-0.0007,0.195745
CIDs67970189,CIDs23725625,-0.0006,0.3201969999999999
CIDs67970189,CIDs44199317,-0.0001,0.296117
CIDs67970189,CIDs11625818,-0.0004,0.174242
CIDs67970189,CIDs17755052,-0.0004,0.17931
CIDs67970189,CIDs00447654,-0.0003,0.178261
CIDs67970189,CIDs44449126,-0.0001,0.196653
CIDs67970189,CIDs56649450,-0.0004,0.219331
CIDs67970189,CIDs44137675,-0.0002,0.198312
CIDs67970189,CIDs54751698,-0.0003,0.168889
CIDs67970189,CIDs16654980,-0.0004,0.1893
CIDs67970189,CIDs25033539,-0.0002,0.173745
CIDs67970189,CIDs49867926,-0.0003,0.194553
CIDs67970189,CIDs58423153,-0.0001,0.2
CIDs67970189,CIDs00176166,-0.0004,0.3013099999999999
CIDs67970189,CIDs11519784,-0.0001,0.158491
CIDs11327430,CIDs00003310,-0.0047,0.136187
CIDs11327430,CIDs56973724,0.0167,0.208696
CIDs11327430,CIDs00003385,0.0282,0.0909091
CIDs11327430,CIDs09933475,0.0264,0.144681
CIDs11327430,CIDs05311497,0.0346,0.1983
CIDs11327430,CIDs24856436,0.0104,0.177852
CIDs11327430,CIDs44381568,-0.0007,0.251142
CIDs11327430,CIDs00002719,0.0216,0.184971
CIDs11327430,CIDs76321032,-0.0005,0.155378
CIDs11327430,CIDs56946894,-0.0005,0.156627
CIDs11327430,CIDs00064780,-0.0018,0.172414
CIDs11327430,CIDs00001690,-0.0008,0.1438849999999999
CIDs11327430,CIDs10368812,-0.0007,0.174216
CIDs11327430,CIDs10163178,-0.0019,0.169355
CIDs11327430,CIDs00123631,0.0267,0.19457
CIDs11327430,CIDs11375205,-0.0008,0.157676
CIDs11327430,CIDs46224759,-0.001,0.164502
CIDs11327430,CIDs00104741,0.0291,0.1494849999999999
CIDs11327430,CIDs00005376,0.0386,0.156425
CIDs11327430,CIDs74767926,-0.0007,0.191111
CIDs11327430,CIDs51039095,-0.0023,0.175
CIDs11327430,CIDs16720766,0.0017,0.206009
CIDs11327430,CIDs23725625,0.1095,0.155172
CIDs11327430,CIDs44199317,0.0753,0.181416
CIDs11327430,CIDs11625818,0.0535,0.1923079999999999
CIDs11327430,CIDs17755052,0.077,0.23913
CIDs11327430,CIDs00447654,-0.0027,0.153191
CIDs11327430,CIDs44449126,-0.0005,0.176955
CIDs11327430,CIDs56649450,0.088,0.171429
CIDs11327430,CIDs44137675,0.1281,0.2622219999999999
CIDs11327430,CIDs54751698,0.1096,0.593939
CIDs11327430,CIDs16654980,0.063,0.1893
CIDs11327430,CIDs25033539,0.1092,0.216
CIDs11327430,CIDs49867926,0.0622,0.171756
CIDs11327430,CIDs58423153,-0.0008,0.17551
CIDs11327430,CIDs00176166,0.0247,0.141762
CIDs11327430,CIDs11519784,0.1853,0.8165680000000001
CIDs00003310,CIDs56973724,-0.0028,0.240506
CIDs00003310,CIDs00003385,0.0059,0.0769231
CIDs00003310,CIDs09933475,-0.0052,0.197479
CIDs00003310,CIDs05311497,0.0037,0.294985
CIDs00003310,CIDs24856436,-0.0039,0.180064
CIDs00003310,CIDs44381568,-0.0007,0.119691
CIDs00003310,CIDs00002719,0.0137,0.0940593999999999
CIDs00003310,CIDs76321032,-0.0005,0.154717
CIDs00003310,CIDs56946894,-0.0005,0.155894
CIDs00003310,CIDs00064780,-0.002,0.341667
CIDs00003310,CIDs00001690,-0.0009,0.613527
CIDs00003310,CIDs10368812,-0.0007,0.165017
CIDs00003310,CIDs10163178,-0.0021,0.209486
CIDs00003310,CIDs00123631,0.0013,0.191489
CIDs00003310,CIDs11375205,-0.0009,0.189516
CIDs00003310,CIDs46224759,-0.0011,0.1776859999999999
CIDs00003310,CIDs00104741,-0.0021,0.271277
CIDs00003310,CIDs00005376,0.0154,0.232044
CIDs00003310,CIDs74767926,-0.0007,0.149798
CIDs00003310,CIDs51039095,0.0179,0.2263369999999999
CIDs00003310,CIDs16720766,0.008,0.202429
CIDs00003310,CIDs23725625,-0.0057,0.183333
CIDs00003310,CIDs44199317,-0.0007,0.189076
CIDs00003310,CIDs11625818,-0.0038,0.151943
CIDs00003310,CIDs17755052,-0.004,0.151125
CIDs00003310,CIDs00447654,-0.0029,0.138889
CIDs00003310,CIDs44449126,-0.0005,0.152672
CIDs00003310,CIDs56649450,-0.0036,0.139073
CIDs00003310,CIDs44137675,-0.0017,0.171875
CIDs00003310,CIDs54751698,-0.0029,0.111554
CIDs00003310,CIDs16654980,-0.0041,0.133829
CIDs00003310,CIDs25033539,-0.002,0.230769
CIDs00003310,CIDs49867926,-0.0025,0.178832
CIDs00003310,CIDs58423153,-0.0009,0.125926
CIDs00003310,CIDs00176166,-0.0038,0.133574
CIDs00003310,CIDs11519784,-0.0009,0.125436
CIDs56973724,CIDs00003385,0.0223,0.221477
CIDs56973724,CIDs09933475,-0.0029,0.315534
CIDs56973724,CIDs05311497,-0.003,0.235465
CIDs56973724,CIDs24856436,0.0447,0.384314
CIDs56973724,CIDs44381568,-0.0004,0.283721
CIDs56973724,CIDs00002719,0.0029,0.224852
CIDs56973724,CIDs76321032,-0.0003,0.303571
CIDs56973724,CIDs56946894,-0.0003,0.3063059999999999
CIDs56973724,CIDs00064780,-0.0011,0.2173909999999999
CIDs56973724,CIDs00001690,-0.0005,0.25
CIDs56973724,CIDs10368812,0.1267,0.269663
CIDs56973724,CIDs10163178,-0.0012,0.351852
CIDs56973724,CIDs00123631,0.025,0.385417
CIDs56973724,CIDs11375205,-0.0005,0.41206
CIDs56973724,CIDs46224759,0.0798,0.2152469999999999
CIDs56973724,CIDs00104741,0.0599,0.1968089999999999
CIDs56973724,CIDs00005376,-0.0012,0.194286
CIDs56973724,CIDs74767926,-0.0004,0.317073
CIDs56973724,CIDs51039095,-0.0014,0.314815
CIDs56973724,CIDs16720766,0.0096,0.360577
CIDs56973724,CIDs23725625,0.0128,0.267606
CIDs56973724,CIDs44199317,-0.0004,0.299517
CIDs56973724,CIDs11625818,0.0217,0.333333
CIDs56973724,CIDs17755052,-0.0022,0.255474
CIDs56973724,CIDs00447654,-0.0016,0.28169
CIDs56973724,CIDs44449126,-0.0003,0.2687219999999999
CIDs56973724,CIDs56649450,-0.002,0.2132349999999999
CIDs56973724,CIDs44137675,-0.0009,0.342723
CIDs56973724,CIDs54751698,-0.0016,0.172566
CIDs56973724,CIDs16654980,-0.0023,0.238298
CIDs56973724,CIDs25033539,-0.0011,0.410138
CIDs56973724,CIDs49867926,-0.0014,0.3493449999999999
CIDs56973724,CIDs58423153,-0.0005,0.198347
CIDs56973724,CIDs00176166,0.0215,0.2
CIDs56973724,CIDs11519784,-0.0005,0.188462
CIDs00003385,CIDs09933475,0.0828,0.161074
CIDs00003385,CIDs05311497,0.1184,0.0756579
CIDs00003385,CIDs24856436,0.0213,0.153846
CIDs00003385,CIDs44381568,-0.0025,0.155844
CIDs00003385,CIDs00002719,0.1067,0.147368
CIDs00003385,CIDs76321032,-0.0018,0.161677
CIDs00003385,CIDs56946894,-0.0018,0.163636
CIDs00003385,CIDs00064780,0.0162,0.0714286
CIDs00003385,CIDs00001690,0.0486,0.0724638
CIDs00003385,CIDs10368812,-0.0025,0.164251
CIDs00003385,CIDs10163178,0.0506,0.161677
CIDs00003385,CIDs00123631,0.1507,0.166667
CIDs00003385,CIDs11375205,0.0486,0.173077
CIDs00003385,CIDs46224759,-0.004,0.116129
CIDs00003385,CIDs00104741,0.1455,0.0854701
CIDs00003385,CIDs00005376,0.2758,0.0571428999999999
CIDs00003385,CIDs74767926,-0.0025,0.178082
CIDs00003385,CIDs51039095,0.0035,0.1204819999999999
CIDs00003385,CIDs16720766,0.0292,0.149068
CIDs00003385,CIDs23725625,0.0728,0.1241829999999999
CIDs00003385,CIDs44199317,-0.0025,0.117647
CIDs00003385,CIDs11625818,0.038,0.1955309999999999
CIDs00003385,CIDs17755052,0.0642,0.108108
CIDs00003385,CIDs00447654,0.0314,0.151316
